brand_id,brand_name,brand_website,brand_description,brand_recipes_url,brand_instagram_link
0a6dae87-bcee-4784-b234-3c683d976afd,Julie-Swift,julie-swift.com,"Experienced foodservice industry executive offering guidance on growth, diversity, equity, inclusion, and belonging. Provides expertise in sales, marketing, digital customer reach, contracting, training, and ongoing effectiveness. Contact information available for potential clients.",,
5048f335-fde6-4261-9271-2ef5029a154c,Barn 'n Bunk Farm Market,barnnbunk.com,"Family-owned farm market offering a variety of homegrown produce, baked goods, cheeses, and crafts. Located in Trenton, Ohio, the market also features a deli, ice cream and candy shop, garden center, and party services. Barn-n-Bunk hosts special events, motor coach tours, and school tours. Open from March through December with free admission and parking.",,
36839c77-660a-4867-ae09-8b58b944b153,Letthemeatcaketampa,letthemeatcaketampa.com,"Provider of custom cakes for events and special occasions in Tampa, Florida. The bakery offers cake tastings and has a wide selection of creations. Limited availability.",,
299b77c2-29ab-4a47-a4ae-ccbfa488ddd2,La-Vera Party Center,la-vera.com,"Operator of a catering business providing event spaces, wedding packages, carryout options, and off-premise catering. LaVera Party Center has two banquet facilities with seating capacities of 350 and 240 guests, respectively, and offers various wedding packages. They also provide curbside carryout and weekly menus for pick-up, as well as catering for all needs. Located in Willoughby Hills, Ohio.",,
ec20928d-8ea1-4aa3-ad50-729843254755,Spinnaker Chocolate,spinnakerchocolate.com,"Manufacturer and retailer of chocolate products designed to provide a variety of confectionery options. The company produces dark bars, milk bars, and baking chocolate using high-quality cacao. Eco-friendly packaging is utilized, serving environmentally conscious consumers. The production process includes sorting and roasting cacao nibs to ensure premium quality.",https://spinnakerchocolate.com/blogs/blog/salted-dark-chocolate-chunk-cookies,https://instagram.com/spinnakerchocolate
e8a3317d-5d2e-4833-b115-496b30e61d4c,Flourish Baking Company,flourishbakingcompany.com,"Operator of a vegan bakery that creates celebration cakes using non-GMO, organic ingredients. The company's cakes are free from dairy, eggs, soy, and all animal products, and can be prepared gluten-free. Their kitchen is peanut and tree-nut free, and they use sunflower, pumpkin, flax, and chia seeds, as well as coconut in some products. The bakery offers curbside pick up only and requires a minimum of 48 hours notice for orders, including custom cakes.",https://flourishbakingcompany.com/blogs/meringue-deau/icing,https://instagram.com/flourishbaking
543ccbf4-fadd-482b-9d14-59c5a2c993b1,El Centinela Mexican Restaurant,elcentinelaleaguecity.com,"Operator of a Mexican restaurant in League City, Texas. El Centinela serves a range of Mexican dishes, including breakfast taquitos, queso, tortas, tacos, and horchata, at affordable prices. The restaurant also offers catering and delivery services. Founded in 2001 by four siblings, El Centinela is open daily from 7am.",,
97fda81f-f8b2-4c76-9d78-0eee6930c3de,North Atlantic Fish Co.,northatlanticfish.net,"The company primarily operates in the Food Products industry. North Atlantic Fish Co. is headquartered in Gloucester, MA.",,
d740c682-e3ff-462d-9a41-e48148bea649,Matthews 1812 House,1812house.com,"The company primarily operates in the Food Products industry. Matthews 1812 House was founded in 1979 and is headquartered in Cornwall Bridge, CT.",https://www.1812house.com/blogs/recipes,
676b46b6-6ece-47fc-8b29-1fc713daf5d7,windhaven academy llc,windhavenacademy.com,"Operator of a preschool and daycare center in Plano, TX, catering to infants, toddlers, preschoolers, and school-aged children. The center offers after-school programs, summer camps, and a range of educational activities, such as daily STEAM instruction, yoga, music, Spanish, and onsite soccer sessions. The facility boasts safe playgrounds and sustainable wood flooring.",,
0726d0af-a93b-4c85-92f9-e0b15913d80b,Sidecca,sidecca.com,"The company primarily operates in the Food Products industry. Sidecca was founded in 2004 and is headquartered in Pasadena, CA.",,
3752a3c0-5b74-411f-8774-d1ca538a2041,McEwen & Sons,mcewenandsons.com,"Manufacturer and retailer of organic stone-ground corn products designed to provide high-quality, traditional food options. The company produces a range of products including grits, cornmeal, and polenta, serving specialty food stores and restaurants across the United States. Their use of a stone burr grist mill enhances the flavor and texture of their offerings, and they also provide rolled oats and flax seed for a diverse selection.",,
8939c05d-b8cc-4d45-adf1-d4841c5210c5,pomperaug district department of health,pddh.org,"The company primarily operates in the Food Products industry. pomperaug district department of health was founded in 1986 and is headquartered in Southbury, CT.",,
a7b7d6f0-143e-4dea-8a95-151a9e8589bc,Cottage Lane Kitchen,www.cottagelanekitchen.com,Producer of pepper based relishes and condiments. The company specializes in producing fruit flavored spicy pepper relishes and condiments.,,
3d88d772-7d16-460b-b353-410c52a6109e,weirdos,snackweirdos.com,"The company primarily operates in the Food Products industry. weirdos is headquartered in New York, NY.",,
1c8b8758-899d-4048-ae18-9ad35b9c0d16,Dave's Killer Bread,www.daveskillerbread.com,"Producer of bread products based in Milwaukie, Oregon. The company manufactures and distributes a line of bread products featuring organic, whole grain and vegan ingredients as well as bars and snack bites.",https://www.daveskillerbread.com/recipes,https://instagram.com/daveskillerbread
d2999014-9f52-4d08-ab1e-f189f6d7420b,Amylu Foods,www.amylufoods.com,"Manufacturer and supplier of chicken meta, processed meat, sausages and kababs in United States. The company's activities include providing baked beans, vegetable stuffings, chicken sausages and burgers.",https://amylufoods.com/recipes,https://instagram.com/amylufoods
d7e7cb3f-33ee-4913-84bc-bdbb540e1340,Jalapa Jar,www.jalapajar.com,"Operator of foodtech company intended to provide salsa. The company's product include various flavored salsa made with conventional spices and seasonings, enabling consumers to use them in tacos, sapodillas, taco bowls and salads and improve the overall meal experience.",https://www.jalapajar.com/pages/salsa_kitchen,https://instagram.com/jalapajar
2943f7c8-15b0-4237-aa85-1ac8b91b5d3f,Walker's Fresh Foods,www.walkersfoodproducts.com,"Manufacturer of food products intended to offer refrigerated salads, sides, dips, and desserts. The company's products provide large chunks of freshly cooked potatoes with celery, onions, peppers, mustard, and select spices tossed in creamy dressing making the salad delicious with freshly chopped cabbage, celery, red peppers, and carrots, and complementing the full-flavored mayonnaise, enabling consumers to receive the freshest possible product, every time with food safety and product quality.",,
6a872ddd-981e-4945-b112-0cf5cc43eeeb,Goldbergs Bagel Co. & Deli,goldbergbagel.com,"The company primarily operates in the Food Products industry. Goldbergs Bagel Co. & Deli was founded in 1972 and is headquartered in Atlanta, GA.",,
dad48a03-b82a-4897-a664-0f2581685ddd,Mama Lola's Tortillas,www.mamalola.com,"Producer of flour and corn tortillas, chips and specialty items intended to serve restaurants, grocers and private catering customers. The company's tortillas are preservative-free and made in a variety of flavors, shapes, colors and sizes, enabling customers to get healthier snack options at a lower cost.",https://mamalola.com/recipes/pork-tamales/,https://instagram.com/mama.lolas
674aef94-7c17-4aab-8ff2-4d8a694edf87,Bobabam,bobabam.com,"Operator of a food company serving Manhattan Beach, California. The company specializes in all-natural, frozen instant boba kits available at retail, enabling customers to experience boba tea of various flavors.",https://bobabam.com/blogs/recipes,https://instagram.com/drinkbobabam
822f1c83-c03e-4340-afbe-01170ba58c69,Lola's Fine Hot Sauce,www.lolasfinehotsauce.com,"Producer of condiments intended to provide family recipes of hot sauces. The company uses a generational recipe that includes fresh and natural ingredients to offer vegan, natural, non-GMO project-verified, and gluten-free sauces, enabling food enthusiasts to get access to a variety of fresh and good-tasting flavors.",https://lolasfinehotsauce.com/blogs/recipes/turn-up-the-heat-with-our-mouthwatering-recipe-lola-s-spicy-shrimp-pasta-featuring-our-original-seasoning,https://instagram.com/lolasfinehotsauce
380378f3-99c1-47cf-86ca-140ef0469d72,Justin's,www.justins.com,"Manufacturer of nut-based butter based in the Boulder, Colorado. The company offers organic peanut butter and almond butter in packs and jars.",https://www.justins.com/recipes/,https://instagram.com/justins
1229c5f6-28ee-4a26-8b97-734a06de2601,Evo Foods,www.evofoods.in,"Producer of plant-based egg food intended to offer an alternative to animal products. The company's liquid plant-based egg is made using moong beans and peas with patent-pending technology and offers a high protein content, micronutrients including Vitamin B12, as well as an egg-like texture, enabling customers to get a plant-based substitute to the animal agriculture-based products.",https://www.evofoods.in/recipes,https://instagram.com/evofoods
bc3c50d9-7d12-41a8-b5f2-0a67710e4e2f,Michael Foods,www.michaelfoods.com,"Producer and distributor of egg and milk based food products intended to support food manufacturers with premium ingredients. The company's products include egg product, cheese and other dairy case product and refrigerated potato product, enabling restaurant owners enhance the quality of their menus and satisfy their customers.",https://michaelfoods.com/recipes/,https://instagram.com/michaelfoodsinc
194d19e6-c70d-4604-936d-d62579ff3baf,The Great American Turkey,www.greatamericanturkeyco.com,"Provider of food products intended to sell turkey meat. The company's products include turkey steaks, cutlets, strips, sausages, and bratwurst without any antibiotics, preservatives or added hormones, enabling consumers to help with a variety of turkey meat products for their breakfast and various other recipes.",,
b84d1bd9-1ba3-49bb-a44b-eb1710b7e1a0,Anova Food,www.anovafoodusa.com,"Producer of fish products based in San Diego, California. The company offers yellowfish tuna, Atlantic salmon, snapper and swordfish to customers.",https://www.anovafoodusa.com/recipes/,https://instagram.com/anovaculinary
11fff00a-b40c-4a83-8c9e-55e056dec703,BlueDot International,www.bluedotintl.com,"Provider of food products intended to provide convenient, clean, nutrient-dense products for all eating lifestyles. The company combines food technology and culinary expertise in creating alternative protein products, enabling people to get protein products and healthy products.",,
0af11dfa-31f8-4a3a-b9c2-4e4ad7474a04,Oregon Fruit Products,www.oregonfruit.com,Distributor of branded foods. The company is a processor of canned fruits and berries for customers around the world.,https://www.oregonfruit.com/recipes/,https://instagram.com/oregonfruit
0bfd4c34-16cd-4d49-a026-98d330ce7bf5,Heavenly Olive Oils & Vinegars,www.heavenlyoliveoils.com,"Producer of extra-virgin olive oil for cooking purpose. The company's extra-virgin olive oil is used for preparing appetizers, desserts, chicken and turkey, beef, fish, salads and various other delicacies, enabling customers to maintain the health properties as well as get tasty food.",https://heavenlyoliveoils.com/recipes/,https://instagram.com/heavenlyoliveoils
a87c4b54-4793-48d8-8207-55b4c0812855,Allen Brothers,www.allenbrothers.com,"Producer and distributor of beef, lamb, pork steaks and roasts. The company serves steakhouses, chefs and restaurants in the United States, Puerto Rico and Canada.",https://www.allenbrothers.com/article/recipes-steaks-halibut-lamb-shrimp-pork-/bg0015,https://instagram.com/allenbrothers1893
88542f4f-273f-4438-9c9e-4a54d53473bc,Teton Waters Ranch,www.tetonwatersranch.com,"Producer of grass-fed and grass-finished beef intended to create a regenerative, humane, and healthy food system. The company's beef is free of hormones, antibiotics, nitrites, and nitrates, and uses a farming practice that helps restore native grasslands, promotes healthy soil, and reverses the effects of climate change, enabling consumers to have delicious products containing good nutrition and flavors.",https://tetonwatersranch.com/recipes/,https://instagram.com/twrgrassfedbeef
b43b8d37-f3ae-455c-823a-814f2f0f419c,Pet Pastries,pet-pastries.com,"Provider of handmade, all-natural pet nutrition and care services. The company specializes in dog food, treats, and supplements, serving pet owners looking for high-quality options. Their offerings also include dog walking, pet sitting, and grooming transportation, catering to a wide range of pet care needs. The focus on quality ingredients and personalized services distinguishes them in the pet care market.",,
a5c4b07e-cf08-431e-845f-26a16c8b40fe,Whip N Dip,www.whipndip.com,"Operator of ice cream shops in Miami and Palmetto Bay, Florida. The company offers different flavored natural ice creams such as chocolate, vanilla, strawberry, mint chip, cakes and pies, milkshakes, and catering services to its customers.",,
6bc7a93d-df17-49a7-b3bb-d70564545388,Phoenix Earth Food Co-op,phoenixearthfoodco-op.com,"Operator of a cooperative grocery store in Toledo, Ohio, offering natural, organic, and locally sourced food options. The entity provides membership opportunities and has a board of directors elected by members. Additionally, the store has an outreach committee and hosts events for members.",,
776d9012-866b-4279-b555-8bcc49db49da,Rise Products,www.riseproducts.co,"Producer of an alternative flour intended to upcycle organic byproducts into valuable ingredients. The company upcycles spent barley from microbreweries into flour for bakers and produces a sustainable, organic, high-protein, nutritious, and inexpensive alternative flour that has a wide range of applications such as cookies, pasta, and others, enabling people to recover spent grain and reduce waste.",https://risebrewingco.com/blogs/recipe/rise-latte-overnight-oats,https://instagram.com/riseproductsco
48092aba-135b-40e5-9e32-7a9e3a26312a,Chicago Vegan Foods,www.chicagoveganfoods.com,"Producer and supplier of vegan foods catering to clients in Addison, Illinois. The company's product offering includes vegan marshmallows, vegan cheese, and vegan frozen desserts.",https://dandies.com/recipes,
0b9df448-4e2e-42da-8acf-4c33f87b08c4,Coleman Natural Products,www.colemannatural.com,"Producer of meat products based in Kings Mountain, North Carolina. The company offers natural products ensuring farmers never use antibiotics, added growth hormones, or promotants, and artificial ingredients, including marinated pork loin filets, beef hot dogs, sausages, bacon and ham products to customers.",https://colemannatural.com/kitchen/,https://instagram.com/colemanallnaturalmeats
9b9089ac-3e3a-40fd-b1a4-f6433c47d877,Tribali Foods,tribalifoods.com,"Distributor of frozen food products catering to the San Marino, California area. The company offers beef, chicken, pork, seafood, fruits, vegetables, beans and other related customers to its customers.",https://tribalifoods.com/pages/recipes,https://instagram.com/tribalifoods
b26f9735-4b94-441e-8feb-0bc81340597d,Distanthorizon,distanthorizon.com,"The company primarily operates in the Food Products industry. Distanthorizon was founded in 1999 and is headquartered in Frankfort, IL.",,
57aac80c-df2d-4fc8-b64a-f8e272f22cec,LifeSeasons,www.lifeseasons.com,Provider of dietary and nutritional supplements. The company provides nutritional and condition-specific supplements for people so that they can lead a healthy and vibrant life.,,
f6c1b18b-75e1-4bb5-b915-50881d982cf9,Quest Nutrition,www.questnutrition.com,"Producer of healthy protein bars intended to provide food that isn't packed with sugar and net carbs. The company offers functional foods like protein bars, powders, frosted cookies, chips and pasta, thereby providing products that do not spike blood sugar and have a high digestive tolerance.",https://www.questnutrition.com/blogs/recipes,https://instagram.com/questnutrition
e3c62578-a045-4bd3-b2cb-b8bf43d5b443,Slawsa,slawsa.com,"Producer and supplier of Slawsa, a condiment designed to enhance the flavor of hot dogs, burgers, sandwiches, and other foods. The entity offers four distinct flavors and provides nutritional information and store locations. The company prioritizes customer feedback and actively seeks to expand its retail presence.",https://www.slawsa.com/pages/recipes,https://instagram.com/slawsa
63c3a970-e7b4-463e-9dab-14cf32b39e18,GloryBee,glorybee.com,"Supplier of honey and natural sweeteners. The company offers products like brown rice and tapioca syrup, molasses, dry sugars and coconut oils, dry and liquid sweeteners and other related products with online ordering options, enabling its customers to choose the desired items.",https://glorybee.com/blog/sugar-syrup-recipe-for-beekeepers,https://instagram.com/glorybeefoods
63e0f613-c95d-4c4d-b764-66f45e0ec298,vision communities,livethevc.com,"Operator of luxury apartment communities in central Ohio. Vision Communities provides a range of floor plans and amenities, such as a heated pool, fenced-in dog park, and online rent payment. The entity participates in community events.",,
6ecbf911-38a0-4c06-8a27-32a0315212a0,Laura's Gourmet Granola,laurasgourmet.com,"Laura's Gourmet Granola is a manufacturer and distributor of gluten-free artisan granola. The company's objective is to provide high-quality granola made with premium ingredients. They offer nine different flavors of granola and sell their products both online and in stores across the United States. Laura's Gourmet Granola is based in Tempe, Arizona.",https://laurasgourmet.com/blogs/recipes,https://instagram.com/laurasgourmetusa
